#{"t_start": 1770881564.9366617, "env_id": "None"}
r,l,t
-148.45924,758,1116.340107
-81.75811,205,1116.364829
-476.41708,1030,1116.470885
-71.480095,120,1116.510945
-243.50642,516,1116.870309
-113.02654,375,1116.897569
-532.9762,1124,1117.021977
-46.92889,105,1117.046659
-158.67346,403,1117.085792
-508.16782,1286,1117.484635
-438.80872,955,1117.587513
-199.78539,467,1117.712486
-15.28388,27,1117.752189
-59.14776,362,1117.998785
-207.99684,698,1118.078098
-33.311394,156,1118.306102
-757.1597,1709,1118.335037
-249.34258,424,1118.362664
-114.1369,371,1118.864513
-38.69544,397,1118.872389
-55.71973,681,1118.978262
-263.16217,1002,1119.023908
-72.28107,179,1119.120533
-48.28558,103,1119.168879
-58.75286,126,1119.299218
-49.83653,182,1119.428775
-190.61824,901,1119.645818
-124.547325,554,1119.662131
-639.87604,1885,1119.714907
-96.29939,527,1120.179172
-56.715553,393,1120.221381
-633.98627,2661,1120.26661
-12.538336,19,1120.294715
-196.0416,426,1120.784195
-57.790672,141,1120.986755
-253.237,544,1121.069792
-487.32297,1033,1121.117494
-489.74667,1609,1121.268908
-88.018105,217,1121.377702
-547.45966,1330,1121.611958
-103.71282,191,1121.65317
-103.45077,283,1121.675022
-140.81444,481,1121.805995
-904.1484,3569,1121.965796
-25.77254,137,1122.001384
-81.95021,253,1122.035778
-36.693222,94,1122.099285
-472.4186,1330,1122.120238
-18.776104,38,1122.154724
-248.18889,540,1122.430017
-33.984653,241,1122.503437
-1091.0958,2289,1122.568299
-151.6725,173,1122.675914
-311.47177,550,1122.825307
-207.29626,1365,1122.942177
-71.87436,152,1123.04147
-419.9511,1131,1123.229205
-100.40523,317,1123.680303
-26.891565,43,1123.740287
-95.312996,254,1124.101392
-331.8532,1012,1124.114394
-414.76675,901,1124.323007
-436.66104,1617,1124.426508
-412.9813,1821,1124.59834
-329.02463,1516,1124.660933
-187.05916,255,1124.686032
-126.08405,446,1124.751909
-149.586,517,1124.839252
-83.20168,196,1124.941039
-143.63602,306,1125.03953
-165.02626,1520,1125.108271
-43.082016,186,1125.207704
-107.06646,297,1125.265054
-487.86597,1927,1125.315245
-251.89642,663,1125.703236
-18.77771,82,1125.820451
-235.74213,381,1125.862674
-125.610054,540,1125.982342
-429.36618,955,1126.055022
-43.44124,74,1126.088135
-117.363686,298,1126.288375
-118.74051,851,1126.486473
-94.01121,477,1126.503822
-305.35217,1030,1126.58343
-81.57706,300,1126.719865
-119.8779,279,1126.886025
-193.50362,588,1126.898491
-33.77407,75,1127.006004
-394.31537,1870,1127.105004
-125.8295,774,1127.198016
-537.1056,1557,1127.270685
-395.973,656,1127.521702
-12.720654,40,1127.578974
-160.54633,641,1127.639792
-42.000816,78,1127.695129
-21.118557,61,1127.78335
-155.71054,436,1127.898449
-74.41013,137,1127.979942
-309.86667,1057,1128.02194
-269.6191,830,1128.299005
-76.808784,227,1128.305387
-147.54951,525,1128.394332
-192.53679,1272,1128.709474
-12.821108,20,1128.738507
-97.77682,345,1128.797388
-312.06467,1182,1128.893637
-149.25331,466,1128.9636
-17.536526,29,1129.009233
-193.2585,862,1129.1327
-6.247739,3,1129.137498
-80.93044,204,1129.18742
-16.761257,41,1129.195143
-275.14435,908,1129.320601
-313.5341,1054,1129.901658
-91.85028,468,1129.989238
-173.10098,645,1130.117339
-1656.7435,2447,1130.510271
-10.091489,17,1130.534246
-38.414307,112,1130.693742
-285.83615,463,1130.775394
-79.48266,242,1131.127073
-193.5499,820,1131.163379
-113.46753,445,1131.332612
-319.40942,1011,1131.347653
-132.12823,370,1131.652629
-581.7738,1912,1131.740412
-75.834045,110,1131.810096
-600.1855,1864,1131.849658
-36.51442,384,1131.879549
-65.10266,185,1132.077289
-257.7968,666,1132.11621
-47.222378,198,1132.135113
-27.809576,67,1132.231328
-145.87975,307,1132.321758
-45.60814,188,1132.385889
-71.41915,220,1132.392786
-169.18275,608,1132.613641
-0.07743883,417,1132.827532
-1709.7009,2874,1132.909707
-998.30566,3014,1133.049699
-79.45228,156,1133.049763
-38.76279,47,1133.117778
-50.948338,80,1133.231983
-408.59525,1347,1133.272929
-72.45285,307,1133.347811
-193.29355,767,1133.48139
-63.646904,214,1133.538274
-38.113297,56,1133.617528
-579.682,985,1133.797227
-389.8251,884,1133.873908
-125.18421,322,1133.937856
-49.475227,526,1134.022626
-373.17517,773,1134.448744
-175.73877,408,1134.454443
-201.73788,435,1134.558256
-86.235466,226,1134.769928
-28.644789,38,1134.82497
-348.1761,853,1134.831495
-57.633007,217,1134.866673
-1525.8582,1950,1135.100133
-491.3523,901,1135.30492
-26.59991,184,1135.362462
-79.634254,1143,1135.424052
-225.98488,1681,1135.444946
-353.42477,462,1135.488391
-275.2926,535,1135.628742
-119.19217,279,1135.761658
-67.56221,98,1135.76853
-177.67726,276,1135.819773
-23.210735,41,1135.820845
-235.60045,737,1135.875594
-170.12128,419,1135.904129
-214.56909,448,1136.085174
-75.31096,238,1136.160007
-106.532364,499,1136.201804
-123.20092,262,1136.248529
-38.653996,259,1136.274361
-102.65205,363,1136.603638
-150.2538,380,1136.793367
-296.72247,1679,1136.849971
-18.439611,45,1136.859023
-79.572525,242,1137.212433
-276.32413,820,1137.381736
-269.24725,1218,1137.517389
-101.92699,474,1137.534964
-440.95715,993,1137.586273
-19.729486,44,1137.597937
-128.36179,741,1137.671352
-63.39715,152,1137.802492
-103.043915,403,1137.955592
-43.21348,175,1138.051699
-643.78754,1241,1138.05282
-9.080206,26,1138.089668
-286.1688,506,1138.238414
-79.35033,238,1138.431132
-71.60737,413,1138.545826
-1135.082,2013,1138.713967
-267.95407,1070,1138.74816
-31.790031,248,1138.79488
-122.38308,401,1138.822482
-103.30548,174,1139.042783
-134.47635,252,1139.109774
-293.61243,410,1139.298858
-78.10128,115,1139.462315
-262.66766,471,1139.492996
-214.32089,860,1139.781477
-529.80237,1530,1139.78839
-527.0366,1699,1140.101999
-306.277,457,1140.432131
-132.41388,288,1140.511785
-279.85852,1043,1140.591585
-244.70744,792,1140.619932
-275.6227,1815,1140.648822
-38.717567,161,1140.821979
-289.9554,976,1140.851465
-68.791756,270,1140.897231
-589.8205,1428,1141.075027
-96.81692,223,1141.167779
-38.811565,102,1141.315989
-102.66156,352,1141.325566
-327.11035,1268,1141.595985
-172.85605,495,1141.604635
-376.67877,832,1141.618984
-67.2056,106,1141.74811
-136.1643,530,1141.83407
-16.770683,30,1141.875936
-40.97241,155,1142.095965
-108.99626,434,1142.241947
-115.37044,1174,1142.327768
-316.02872,551,1142.392917
-178.0313,281,1142.500755
-54.07338,206,1142.685434
-82.713,450,1142.881652
-249.3612,1608,1142.91614
-71.30956,166,1142.921934
-136.9585,235,1143.251293
-127.017815,322,1143.341593
-30.531242,127,1143.433027
-193.53914,1562,1143.55347
-34.38836,78,1143.665259
-130.36725,272,1143.728636
-340.87375,1107,1143.905322
-81.72714,217,1143.975186
-126.6413,293,1144.147029
-1234.8606,2108,1144.323174
-251.24045,356,1144.481932
-147.67453,1454,1144.572806
-613.8547,867,1144.668539
-88.256546,166,1144.809268
-77.64355,603,1145.006859
-35.32075,110,1145.161661
-330.44757,436,1145.290321
-60.685085,134,1145.353837
-779.41284,2723,1145.636854
-306.81583,638,1145.723133
-5.0,1,1145.724212
-145.64223,890,1145.754221
-63.261147,165,1145.871877
-365.85733,2147,1145.986599
-21.192837,83,1145.9905
-145.59073,490,1145.99305
-108.731804,486,1146.050911
-41.73823,206,1146.28704
-75.25734,233,1146.383707
-185.44318,509,1146.449856
-335.64697,1820,1146.503504
-92.2306,417,1146.584317
-63.15437,201,1146.735292
-38.480724,128,1146.765403
-44.201584,76,1146.843755
-29.364807,103,1146.911857
-119.33066,331,1146.972137
-218.55699,695,1146.976447
-103.00358,284,1147.31612
-739.3796,2114,1147.339537
-104.71466,382,1147.517438
-128.86081,160,1147.567987
-270.41678,926,1147.60396
-549.8521,1391,1147.734306
-5.510607,168,1147.806185
-100.81097,256,1147.886328
-86.937706,244,1147.959992
-162.85799,258,1148.256148
-362.41306,1054,1148.351889
-45.934704,86,1148.475719
-19.307693,40,1148.533404
-212.4804,546,1148.737683
-300.76263,1699,1148.809174
-60.9888,266,1148.911054
-39.477543,205,1149.029562
-677.58527,1516,1149.14393
-160.86739,445,1149.444901
-234.33406,1256,1149.60499
-243.14807,1688,1149.729841
-302.15152,499,1149.741444
-446.31937,1119,1149.851546
-264.26346,353,1149.946886
-85.67424,161,1149.969749
-124.06995,305,1150.038037
-44.737362,314,1150.485878
-389.15015,1070,1150.667988
-153.58011,499,1150.68237
-156.50183,678,1150.695636
-23.518288,36,1150.719468
-49.955887,68,1150.78092
-31.822481,85,1150.84348
-37.19181,56,1150.923217
-305.27576,930,1151.184397
-152.67642,398,1151.269871
-50.792324,120,1151.355605
-31.92456,61,1151.35671
-244.27296,445,1151.418999
-1751.9413,2640,1151.515391
-59.785515,186,1151.623385
-360.80154,1028,1151.95899
-79.62552,469,1152.088698
-498.7763,1550,1152.164421
-772.9531,2591,1152.612488
-278.6464,890,1152.625884
-220.42534,370,1152.692071
-343.09265,955,1152.873676
-576.2036,1532,1153.117395
-170.53557,393,1153.191021
-50.331898,234,1153.211217
-768.47906,1289,1153.462361
-101.50791,583,1153.528184
-55.409977,236,1153.548183
-190.09085,349,1153.614444
-139.0756,263,1153.900591
-89.66621,303,1153.979101
-136.21062,599,1154.042235
-115.20578,351,1154.112579
-61.333546,155,1154.262359
-7.208376,16,1154.285168
-48.90807,134,1154.302355
-384.27197,1250,1154.394378
-235.37273,718,1154.484532
-52.19979,230,1154.631401
-13.605851,18,1154.655974
-100.923515,214,1154.787471
-13.346299,381,1154.827701
-209.36388,382,1155.20682
-508.9577,2298,1155.242026
-6.8463516,9,1155.254611
-195.65492,360,1155.307424
-143.04785,381,1155.378078
-170.9605,1068,1155.42626
-184.38844,260,1155.624604
-59.406273,245,1155.657282
-341.46207,945,1155.748433
-390.3408,2808,1156.096544
-377.04526,1606,1156.271023
-18.638138,44,1156.334046
-207.8373,497,1156.453882
-258.20874,586,1156.493015
-323.88553,754,1156.505088
-257.01743,1193,1157.097274
-375.22183,722,1157.148108
-26.67771,84,1157.267954
-29.657475,85,1157.388258
-195.99,534,1157.856614
-442.15665,1235,1158.11271
-397.87033,1133,1158.124212
-324.36246,1756,1158.145885
-596.2459,1202,1158.232648
-20.453373,43,1158.294017
-75.025986,135,1158.338046
-175.13179,572,1158.669932
-386.8063,1591,1158.740722
-176.30536,450,1158.764681
-25.787403,51,1158.837923
-70.231705,254,1159.031839
-1124.4548,2731,1159.113914
-31.490791,121,1159.204073
-33.0865,83,1159.232614
-26.173498,57,1159.284957
-261.72885,350,1159.335659
-167.66466,493,1159.44218
-231.31831,951,1159.646548
-156.16815,380,1159.824988
-73.67841,151,1160.040566
-211.345,1389,1160.090497
-302.78082,1975,1160.199236
-360.7301,1588,1160.605478
-148.4693,994,1161.078865
-322.9932,1214,1161.082346
-37.56871,121,1161.254077
-163.29231,738,1161.266499
-214.58382,644,1161.533007
-232.75447,1540,1161.652123
-435.2935,1689,1161.654217
-80.500404,323,1161.725755
-91.51921,163,1161.765025
-27.086855,36,1161.816684
-161.45946,544,1161.853878
-57.015038,335,1162.130299
-160.0952,339,1162.335655
-62.399155,94,1162.470656
-63.86376,243,1162.477605
-284.6136,571,1162.626889
-287.3327,820,1162.818397
-1268.28,1949,1162.831848
-83.717,199,1162.910163
-169.08673,284,1163.228849
-64.39705,325,1163.382818
-609.1186,1202,1163.445613
-656.83405,2368,1163.488492
-129.61984,249,1163.847699
-188.6838,389,1164.005704
-93.29184,468,1164.054184
-403.24567,575,1164.057065
-38.916744,121,1164.227224
-53.08683,165,1164.240237
-9.50033,18,1164.252585
-331.74356,2166,1164.350443
-72.73789,461,1164.502899
-126.05548,278,1164.649291
-206.39687,1572,1164.722539
-133.6871,520,1164.796703
-32.735786,117,1164.889814
-25.3376,221,1165.120622
-436.9752,1927,1165.24418
-119.46372,517,1165.247256
-8.586223,18,1165.273791
-130.76157,305,1165.332217
-16.949219,32,1165.377777
-154.98544,201,1165.406316
-43.972126,96,1165.543684
-123.62388,316,1165.724893
-352.38513,1021,1165.81485
-31.014174,82,1165.840699
-483.39468,867,1165.892157
-663.2436,1156,1165.89652
-461.24948,2196,1165.983305
-229.73393,436,1166.163802
-171.73961,293,1166.311921
-441.8771,786,1166.362587
-32.50862,51,1166.435556
-133.89568,391,1166.448052
-138.21355,512,1166.568507
-43.51182,113,1166.596434
-36.36394,111,1166.607028
-38.577026,53,1166.67181
-291.99194,516,1166.722238
-463.38998,1019,1166.836375
-144.72879,505,1166.889815
-92.35918,471,1167.284027
-167.19888,380,1167.429135
-241.5194,776,1167.782851
-926.58014,1449,1167.88234
-224.8132,920,1167.88445
-273.77686,856,1167.941037
-198.96992,474,1167.957806
-46.49144,117,1168.109066
-109.17572,254,1168.319373
-336.8558,1054,1168.333837
-230.81381,469,1168.450725
-53.957516,114,1168.496798
-48.35604,205,1168.610491
-122.11265,275,1168.891861
-143.5021,548,1168.891924
-246.06465,765,1168.977659
-281.3388,484,1169.149363
-23.83301,184,1169.160996
-333.77747,1227,1169.186197
-293.05017,549,1169.676841
-401.88486,2634,1170.071194
-150.43982,696,1170.133013
-116.95965,220,1170.391534
-340.37814,849,1170.394692
-226.96329,558,1170.474169
-1099.3516,2000,1170.740806
-91.75012,317,1170.841276
-706.51276,1710,1171.054207
-333.89334,777,1171.251976
-194.74672,443,1171.378608
-224.45029,678,1171.810796
-208.95694,558,1171.856226
-99.99645,429,1171.863107
-51.523804,106,1172.020392
-141.99542,214,1172.166031
-811.7932,2238,1172.180347
-302.6939,613,1172.256887
-65.65794,100,1172.322699
-29.482132,46,1172.38746
-189.3044,584,1172.850143
-358.94434,810,1172.970468
-245.22984,770,1173.479977
-718.2385,2161,1173.560895
-430.2133,917,1173.560947
-51.24184,85,1173.681222
-768.94855,1069,1173.686086
-410.2716,652,1173.897484
-2421.957,3325,1173.903333
-109.17012,280,1174.088357
-73.1347,137,1174.104877
-1147.4773,2695,1174.247303
-476.16403,1220,1174.591127
-60.47842,98,1174.729393
-168.0519,515,1174.820587
-180.58157,414,1174.835346
-237.03372,683,1174.875527
-56.47301,160,1175.048421
-44.806118,135,1175.065633
-427.36847,1027,1175.563989
-726.3773,1807,1176.057987
-352.23648,714,1176.067594
-201.36116,958,1176.095331
-637.8712,1713,1176.126443
-38.806656,72,1176.229074
-390.04767,856,1176.285988
-77.67849,136,1176.288841
-74.58464,145,1176.492297
-310.9369,514,1176.788333
-191.76797,923,1176.878444
-1414.63,2336,1176.890039
-169.45442,358,1177.000764
-41.215385,135,1177.070212
-59.141384,149,1177.102623
-240.80539,690,1177.209108
-98.019936,669,1177.23876
-358.81207,918,1177.371405
-70.300766,444,1177.420493
-204.40944,291,1177.516527
-167.56221,223,1177.556841
-53.98128,116,1177.58601
-182.9549,570,1177.815782
-82.46857,405,1177.952
-444.34735,2359,1178.194614
-481.7003,732,1178.25403
-45.15767,560,1178.316641
-99.89809,233,1178.531372
-332.78516,1139,1179.183311
-18.012983,27,1179.222559
-407.49298,836,1179.448033
-362.9798,1798,1179.636234
-249.80801,1182,1179.637815
-268.6392,385,1179.992948
-111.24229,362,1180.150986
-780.9447,1717,1180.264785
-161.31757,565,1180.443986
-241.98526,543,1180.770457
-149.30847,484,1180.843938
-1118.4312,2596,1181.288672
-504.916,1984,1181.356065
-22.466368,52,1181.362828
-358.26114,1534,1181.407329
-28.172354,54,1181.432196
-292.79636,548,1181.550912
-799.9738,1038,1181.744086
-138.67484,226,1181.758299
-85.28063,183,1181.812768
-528.09937,2453,1181.817137
-220.52847,716,1181.86744
-206.97614,353,1181.914533
-60.630512,164,1181.97877
-365.21243,1091,1182.000233
-34.082077,62,1182.087434
-49.437763,162,1182.214679
-123.63142,360,1182.33436
-73.16879,448,1182.518357
-78.552826,220,1182.658014
-381.00204,515,1182.662897
-234.48308,508,1182.825174
-89.36882,125,1182.841075
-230.22,360,1183.034526
-228.78673,572,1183.041508
-124.84061,315,1183.29188
-269.10437,383,1183.374336
-59.083355,256,1183.407481
-41.584866,199,1183.589136
-172.94984,419,1183.646687
-182.37572,695,1183.667365
-75.69204,278,1183.818591
-757.63226,1484,1183.907306
-650.1135,1541,1184.044384
-59.47279,166,1184.057529
-152.7324,280,1184.068038
-355.66937,495,1184.097494
-223.36694,383,1184.195673
-125.89224,158,1184.3239
-96.32884,390,1184.601323
-165.68315,426,1184.664637
-136.12454,231,1184.932332
-453.84073,2501,1184.968396
-166.21648,740,1185.25493
-227.3198,1190,1185.29417
-32.4057,162,1185.52426
-537.4458,941,1185.675383
-56.49035,119,1185.700267
-41.70427,82,1185.792052
-288.46936,656,1185.912288
-20.73801,44,1185.977032
-41.37037,76,1186.085096
-343.23267,1010,1186.118999
-144.55045,326,1186.169535
-52.896744,200,1186.403739
-132.9539,341,1186.657379
-142.22614,1228,1186.697973
-44.280113,101,1186.801486
-17.132595,23,1186.835597
-426.7248,1103,1186.841414
-476.76028,2212,1187.080643
-614.4721,2138,1187.134035
-124.751625,189,1187.402335
-72.38545,241,1187.745631
-212.81804,755,1187.774313
-29.067276,194,1188.050602
-179.71458,867,1188.077526
-63.25721,241,1188.089952
-29.978306,65,1188.182301
-647.1332,1344,1188.323098
-83.34476,262,1188.425005
-470.0321,1193,1188.534687
-170.03346,1025,1188.539645
-144.5594,219,1188.635644
-967.5417,1799,1188.654495
-817.9657,2012,1188.667058
-130.70554,371,1188.711596
-219.19044,480,1188.761436
-23.065556,177,1188.888113
-65.60968,191,1188.92703
-146.57043,333,1189.009995
-251.24336,367,1189.063638
-74.19166,298,1189.135054
-191.31834,531,1189.180399
-217.48227,419,1189.35667
-259.2513,343,1189.376614
-80.05748,253,1189.496251
-38.847187,120,1189.54748
-162.91783,438,1189.685438
-43.45551,389,1189.734965
-160.09964,368,1189.880897
-41.807846,216,1190.043014
-338.1605,970,1190.048815
-53.09858,401,1190.118184
-48.52755,206,1190.175175
-10.642561,31,1190.219954
-226.25757,414,1190.276716
-121.045135,163,1190.279752
-37.742706,85,1190.39742
-243.91444,1277,1190.745193
-73.92415,470,1190.787037
-295.1152,472,1190.891963
-134.38701,439,1190.905922
-580.69336,1558,1191.231015
-265.90506,1341,1191.407503
