#{"t_start": 1770881564.9366617, "env_id": "None"}
r,l,t
-76.27493,168,1005.051278
-79.08322,305,1005.090066
-158.12639,1307,1005.177608
-93.26407,214,1005.395105
-65.77855,310,1005.620363
-23.485725,162,1005.626197
-60.29397,606,1005.655522
-18.436874,55,1005.734957
-194.77039,813,1005.928202
-87.24858,871,1006.174558
-243.81685,1275,1006.385046
-688.8926,1186,1006.743196
-263.41672,785,1006.853711
-148.35005,364,1007.260495
-131.12929,1156,1007.270164
-94.009094,675,1007.350712
-41.028778,91,1007.393618
-420.7084,891,1007.447345
-516.29285,1113,1007.517993
-147.29434,576,1007.677188
-1654.7153,2721,1007.678331
-22.206047,244,1007.741042
-440.7788,1519,1007.795489
-49.34482,149,1007.955542
-162.31981,447,1007.987504
-11.990489,20,1008.016182
-29.662344,73,1008.063016
-40.01785,56,1008.099835
-183.41109,411,1008.109547
-174.18431,598,1008.128798
-109.77487,335,1008.585713
-334.25256,743,1008.867203
-194.95546,582,1008.901335
-387.68793,1158,1009.341084
-190.83954,397,1009.465851
-365.95758,1525,1009.63281
-129.0262,562,1009.667058
-179.80992,287,1010.041495
-623.67804,1674,1010.076772
-127.96909,297,1010.089758
-15.575736,25,1010.111931
-113.08002,298,1010.540693
-351.54886,867,1010.580285
-189.45398,399,1010.615201
-679.3756,1962,1010.943348
-589.539,1673,1010.979396
-646.27155,2079,1011.090343
-298.07617,896,1011.376252
-271.10782,1346,1011.393276
-52.564037,152,1011.608383
-125.33443,390,1011.642688
-257.56775,475,1011.654662
-261.86905,729,1011.658527
-49.793404,103,1011.8014
-35.106483,73,1011.904684
-436.28098,950,1011.938159
-32.750828,86,1012.027653
-179.6575,945,1012.286522
-339.50302,582,1012.472623
-234.74501,594,1012.503498
-187.44669,342,1012.958619
-283.1834,723,1013.056315
-44.643,73,1013.062138
-777.7761,1780,1013.082685
-22.4213,46,1013.123359
-46.710667,159,1013.289899
-88.43373,192,1013.395851
-578.6243,1309,1013.472649
-6.5041356,5,1013.481361
-64.541275,128,1013.579218
-432.5004,1587,1013.636232
-77.78076,155,1013.701442
-44.01093,187,1013.967706
-116.96051,478,1013.971616
-8.197571,7,1013.980533
-14.576777,24,1014.015595
-340.9055,745,1014.144422
-459.12253,1604,1014.227714
-30.352432,78,1014.25867
-58.988888,181,1014.279005
-14.997653,44,1014.321601
-28.18302,40,1014.336059
-75.25581,142,1014.524609
-378.72827,748,1014.64974
-302.1876,1523,1014.677966
-78.9312,128,1014.706426
-163.65913,754,1014.714177
-60.90479,226,1015.000041
-18.953974,116,1015.166857
-65.685684,354,1015.212384
-218.53668,514,1015.384614
-583.7804,1060,1015.486696
-292.11395,883,1015.598617
-124.65367,176,1015.638561
-262.11444,421,1015.819508
-51.466957,165,1015.877302
-351.91025,1329,1016.129604
-471.614,2690,1016.133528
-200.4501,394,1016.163289
-92.88619,238,1016.216523
-78.462265,446,1016.455719
-244.3454,433,1016.74612
-766.8606,1398,1017.16624
-585.8019,1803,1017.291921
-239.82913,613,1017.327114
-282.7397,781,1017.327149
-91.506775,126,1017.344051
-115.15581,157,1017.569324
-395.37302,1512,1017.645684
-189.38417,227,1017.651494
-248.55145,1075,1017.66411
-21.031261,126,1017.831821
-114.073975,191,1017.917798
-61.624695,216,1018.138879
-36.262215,77,1018.248363
-249.97275,1486,1018.279269
-210.66148,674,1018.288663
-60.33184,442,1018.29436
-16.6661,37,1018.340888
-27.638187,52,1018.415283
-503.63416,1237,1019.051267
-189.35548,564,1019.080233
-51.032154,89,1019.207936
-122.14767,916,1019.220988
-512.34326,1766,1019.261002
-223.0319,763,1019.49991
-125.420906,231,1019.536205
-222.01976,405,1019.629798
-26.984657,55,1019.706301
-206.64775,457,1019.910944
-18.708319,44,1019.973697
-59.363327,297,1020.134481
-736.90826,1385,1020.221884
-184.35393,244,1020.481687
-283.79846,493,1020.67729
-136.86374,257,1020.846188
-444.05984,1100,1021.10262
-9.720793,14,1021.123611
-288.67072,394,1021.237062
-69.00421,185,1021.386374
-923.066,2968,1021.793008
-1481.7426,2495,1021.844722
-425.03442,1770,1022.017933
-174.88757,482,1022.073525
-25.989174,81,1022.135843
-246.53436,1401,1022.213064
-100.629456,334,1022.320648
-379.3276,1077,1022.37772
-19.630116,27,1022.416803
-272.15433,455,1022.441636
-136.8197,301,1022.502266
-62.66864,105,1022.651423
-41.04341,375,1022.669555
-25.981068,53,1022.726359
-761.9876,2559,1022.865463
-193.8227,439,1022.947003
-89.629295,391,1022.999511
-36.46702,55,1023.025855
-29.526226,92,1023.156394
-69.32906,204,1023.15644
-31.369286,71,1023.256061
-57.52874,136,1023.349697
-284.76468,396,1023.563658
-345.07593,649,1023.655924
-110.77058,245,1023.913655
-133.38759,485,1023.950618
-156.0317,1259,1024.21229
-133.59238,219,1024.226259
-14.940046,30,1024.269942
-145.38687,252,1024.636376
-142.76978,917,1024.666003
-199.1861,1407,1024.68474
-87.34737,169,1024.877876
-102.460594,511,1024.9483
-442.89655,2615,1024.973712
-234.96329,719,1024.982955
-37.356747,75,1024.985828
-14.340513,30,1024.992498
-25.49448,251,1025.043974
-47.619534,221,1025.362341
-144.0187,297,1025.412849
-237.9402,657,1025.606941
-1647.3065,2450,1025.72002
-44.937916,92,1025.73874
-15.418142,24,1025.754861
-236.83731,586,1025.812903
-89.19726,489,1026.059612
-450.6262,893,1026.263043
-53.205112,166,1026.29877
-354.3715,1079,1026.536816
-930.3664,2184,1026.782278
-356.73975,965,1026.790704
-311.1418,818,1026.907676
-52.204197,98,1026.930522
-280.13492,877,1027.006589
-162.9076,446,1027.170735
-369.41516,615,1027.174599
-506.39236,935,1027.592137
-204.57599,321,1027.630003
-14.087517,19,1027.657776
-114.92983,495,1027.711136
-203.5984,422,1027.773013
-41.487663,96,1027.909394
-712.3957,1502,1027.955484
-23.209583,44,1027.972753
-33.482594,86,1028.094047
-21.874977,23,1028.127449
-90.42955,320,1028.168632
-422.8543,980,1028.304342
-673.64545,1123,1028.381296
-59.157528,197,1028.408945
-292.83713,1092,1028.486976
-53.51512,310,1028.610077
-362.79153,789,1028.722629
-45.900276,316,1028.832939
-84.83479,312,1028.855067
-53.013237,87,1028.979064
-41.03852,302,1029.041427
-284.9526,694,1029.293096
-20.130283,32,1029.339116
-103.47536,261,1029.350702
-327.53745,1238,1029.424918
-73.61083,483,1029.521454
-123.7469,642,1029.636277
-103.61071,211,1029.652631
-106.23927,310,1029.96412
-172.93759,787,1030.162779
-330.67944,510,1030.366996
-91.885994,681,1030.398353
-406.22357,1844,1030.58795
-246.58485,312,1030.61068
-80.60453,161,1030.628371
-47.781487,181,1030.868532
-174.1139,907,1030.950147
-863.3975,1754,1030.991983
-32.800674,75,1031.099471
-171.5951,365,1031.110983
-123.64446,556,1031.161077
-436.38657,1314,1031.217949
-336.323,956,1031.332376
-35.22943,184,1031.480175
-37.189587,149,1031.543762
-94.9663,448,1031.737134
-186.17273,657,1032.044821
-152.91205,236,1032.072238
-159.36795,448,1032.116811
-293.91452,426,1032.148339
-34.413383,110,1032.202804
-36.532135,61,1032.203892
-267.68295,785,1032.277742
-248.0638,1005,1032.301839
-104.17159,325,1032.612098
-154.97751,258,1032.668777
-19.52692,76,1032.720395
-817.50085,1384,1032.919488
-397.70822,513,1032.933301
-256.21918,763,1033.158213
-329.107,700,1033.197584
-89.99633,253,1033.278139
-92.438866,365,1033.451302
-187.5486,626,1033.557614
-115.76673,373,1033.807313
-596.4429,2238,1033.813161
-242.9509,1436,1034.317953
-379.2626,727,1034.59154
-227.84044,606,1034.67043
-66.20596,162,1034.821339
-455.92905,1018,1034.899737
-774.32904,1612,1035.01193
-292.81992,620,1035.200076
-562.5491,1090,1035.363358
-1031.1967,1740,1035.631644
-214.06216,515,1035.631698
-485.68515,1741,1035.672586
-20.14352,31,1035.674787
-211.25934,707,1035.827767
-293.0467,575,1035.828906
-65.078445,385,1035.91202
-91.32306,230,1036.156178
-99.95184,711,1036.212636
-254.63303,411,1036.412102
-94.328094,604,1036.533499
-122.34136,357,1036.72477
-275.5843,416,1036.75689
-32.393593,54,1036.807757
-521.78735,1276,1037.498712
-320.27188,2083,1037.642802
-199.53119,605,1037.668608
-27.420362,53,1037.719885
-545.655,862,1037.772247
-106.80332,294,1037.920321
-191.40736,849,1037.972364
-142.28741,375,1038.256978
-227.7622,468,1038.339313
-138.78514,405,1038.352738
-56.181942,329,1038.43988
-400.96326,1778,1038.457271
-454.65927,1979,1038.46307
-83.655365,160,1038.485748
-145.92097,535,1038.683225
-56.686172,170,1038.704996
-61.285236,166,1038.722052
-92.61079,203,1038.99437
-279.53873,324,1039.144549
-661.8528,1934,1039.180187
-257.4865,546,1039.217955
-18.188675,37,1039.270099
-115.819954,413,1039.310697
-239.3399,881,1039.606803
-185.21605,364,1039.70298
-357.35577,968,1039.723145
-102.52175,181,1039.871621
-143.15616,629,1040.047922
-42.175213,108,1040.204448
-193.81538,727,1040.35578
-155.93065,511,1040.437622
-355.75833,857,1040.501391
-322.65036,507,1040.599252
-413.12885,1144,1040.637852
-1219.6448,1633,1040.797351
-122.01294,431,1040.822335
-13.037219,19,1040.849786
-14.297228,26,1040.885997
-134.64526,431,1040.97431
-251.77327,978,1041.123917
-75.5273,226,1041.295664
-99.44686,482,1041.323772
-81.51676,223,1041.442119
-150.08852,483,1041.574353
-10.849722,23,1041.607562
-426.38666,844,1041.705625
-97.98884,266,1041.819934
-41.63168,90,1041.835204
-100.111565,381,1041.865637
-13.98473,28,1041.905697
-73.869095,83,1042.024853
-122.151215,754,1042.369178
-193.714,1286,1042.432972
-158.9494,696,1042.810402
-690.67346,1431,1042.833842
-98.30181,490,1043.50808
-197.52174,723,1043.861245
-638.0033,1240,1044.194504
-379.29578,1705,1044.258659
-228.68054,537,1044.270349
-22.593365,79,1044.308167
-24.665354,49,1044.339555
-229.68788,1937,1044.361703
-69.83472,114,1044.422482
-35.841526,71,1044.441699
-51.658115,133,1044.498141
-69.863144,181,1044.69916
-98.12324,243,1044.767509
-101.18854,295,1044.917622
-283.5472,427,1044.97019
-1097.7584,1863,1045.017444
-6.287615,6,1045.028372
-448.64395,3313,1045.163445
-313.22992,978,1045.262636
-545.3243,2354,1045.382908
-141.56863,248,1045.734351
-472.89673,761,1045.791376
-144.84695,532,1045.792507
-32.796463,242,1046.084167
-59.280346,204,1046.088125
-160.23897,607,1046.130784
-35.863663,69,1046.2306
-240.99135,1018,1046.232352
-233.61438,393,1046.35902
-119.64837,205,1046.377065
-100.48201,244,1046.436799
-61.753635,156,1046.580666
-381.1502,1127,1046.590168
-104.280685,313,1046.678151
-132.76898,380,1046.918702
-99.06621,373,1046.968435
-100.9696,369,1047.108073
-434.7287,813,1047.389029
-281.48227,564,1047.480615
-18.084284,176,1047.646766
-10.372056,18,1047.672925
-1308.8689,1949,1047.720266
-125.60575,205,1047.78485
-377.03723,833,1047.789143
-90.37575,667,1047.880786
-14.499333,30,1047.925004
-361.84705,1940,1047.944873
-76.08591,159,1047.948186
-14.674533,46,1048.011797
-79.071434,180,1048.042339
-221.42714,404,1048.252174
-415.3891,1184,1048.664307
-175.98816,301,1048.680314
-42.293926,211,1048.978998
-74.6511,259,1049.033153
-750.64954,1640,1049.452494
-112.940094,434,1049.599114
-208.80687,1312,1049.79121
-102.69575,588,1049.871645
-293.21164,1563,1050.02392
-522.1617,1454,1050.121752
-716.70123,1596,1050.228822
-91.40472,347,1050.294596
-138.02888,485,1050.299652
-355.74478,1712,1050.460517
-206.34378,572,1050.698045
-256.2658,530,1050.985299
-123.64921,260,1051.073326
-407.3975,1202,1051.182388
-73.05598,520,1051.205323
-189.74583,708,1051.309591
-157.92567,733,1051.34998
-63.42576,395,1051.553018
-35.79924,362,1051.588
-119.16609,205,1051.642859
-688.9489,1123,1051.728755
-38.472763,74,1051.747701
-37.70389,60,1051.833162
-181.71347,585,1052.14329
-97.04055,394,1052.149257
-161.47673,730,1052.220428
-1078.2803,1592,1052.297054
-112.821266,228,1052.477638
-134.45448,563,1052.535994
-270.29074,741,1052.614461
-79.229256,252,1052.663628
-229.97696,494,1052.931711
-72.296135,324,1052.99622
-213.57498,1295,1053.055856
-129.9924,805,1053.29466
-172.36346,321,1053.453063
-234.68916,1137,1053.456481
-14.770043,38,1053.506846
-13.329672,24,1053.540988
-274.57758,456,1053.579683
-25.450932,46,1053.644506
-281.37973,877,1053.727822
-249.67192,795,1053.792212
-100.1744,232,1053.974721
-230.80171,331,1054.199454
-189.22389,870,1054.292522
-69.35274,146,1054.50146
-189.79814,379,1054.515008
-443.24188,1339,1054.520287
-375.5029,822,1054.628504
-256.5221,653,1054.72401
-91.27991,384,1054.74661
-111.3287,242,1054.860771
-480.31903,940,1054.879936
-136.89502,286,1054.908295
-61.26187,121,1055.051591
-108.85067,248,1055.1004
-46.798313,396,1055.288032
-65.36128,395,1055.473866
-933.5602,1599,1055.575331
-128.32288,862,1055.751516
-127.278305,470,1055.773473
-74.69029,492,1056.179839
-382.47006,937,1056.202879
-143.74208,346,1056.249415
-85.00754,369,1056.302972
-228.62698,714,1056.313573
-92.227325,184,1056.442663
-253.52989,1342,1056.547282
-54.35681,95,1056.683006
-268.95795,433,1056.921074
-369.53564,967,1056.958038
-204.88112,576,1057.070483
-300.55252,669,1057.399675
-139.5064,330,1057.432945
-236.16853,538,1057.454396
-298.64642,998,1057.627065
-262.00818,947,1057.664807
-179.60593,264,1057.82897
-50.107014,155,1057.847966
-170.87476,658,1057.859972
-549.1286,1985,1057.892141
-74.74107,153,1058.054184
-307.57352,896,1058.368276
-19.638563,76,1058.478935
-291.2222,468,1058.537119
-244.8435,515,1058.615231
-15.0998745,35,1058.66545
-26.674688,46,1058.730623
-177.89755,606,1058.776062
-519.7701,963,1058.792221
-184.01039,618,1059.369631
-171.47668,443,1059.374356
-288.18506,638,1059.4602
-240.459,1468,1059.558465
-23.73831,74,1059.565207
-49.057636,132,1059.757762
-83.37975,257,1060.124118
-275.11337,1437,1060.134762
-251.54884,668,1060.333455
-1044.4934,1939,1060.469677
-80.432495,271,1060.52171
-160.84349,436,1060.745239
-618.0104,1549,1061.004024
-483.01886,1235,1061.325397
-138.9589,307,1061.441116
-64.56779,193,1061.60162
-584.3793,1577,1061.629308
-499.35986,2177,1061.916645
-107.02628,377,1061.980247
-340.0979,1323,1062.221783
-267.5857,432,1062.244623
-61.297993,109,1062.399247
-397.22913,1539,1062.667832
-386.42484,774,1062.707541
-341.27307,804,1063.066237
-11.694477,15,1063.088892
-199.38025,825,1063.406495
-720.70087,1978,1063.577078
-97.48703,150,1063.619044
-179.67271,732,1063.757352
-712.8739,1342,1063.903434
-93.640434,262,1063.994428
-69.53746,212,1064.204645
-353.87454,1170,1064.342618
-76.19438,448,1064.395929
-111.42618,610,1064.447289
-119.56373,358,1064.713914
-675.9275,2969,1064.764703
-14.393681,43,1064.776315
-31.235664,40,1064.833575
-84.9189,305,1064.882792
-90.36095,149,1064.977267
-20.505917,104,1064.982141
-312.9008,797,1065.129795
-804.5676,1914,1065.136645
-837.303,1619,1065.401344
-215.08047,446,1065.621661
-240.60225,430,1065.74761
-294.4145,1060,1065.909964
-76.264656,213,1065.925722
-234.87567,783,1066.097027
-131.28278,592,1066.248325
-177.10658,836,1066.330791
-543.0659,1404,1066.346344
-153.64723,379,1066.455099
-93.344025,113,1066.50228
-24.306421,40,1066.515919
-237.4985,373,1066.636338
-63.205757,316,1066.805615
-324.48526,862,1066.983398
-954.50775,1487,1067.012923
-102.185616,397,1067.068047
-39.11884,114,1067.176255
-191.35039,506,1067.237861
-34.33849,104,1067.385795
-99.84153,431,1067.420453
-16.761215,34,1067.433923
-142.40915,282,1067.469098
-57.071346,220,1067.49005
-324.3943,873,1067.502038
-10.781737,49,1067.540672
-549.4487,910,1067.935847
-123.1029,398,1067.987469
-31.53174,49,1068.05712
-94.14785,402,1068.063022
-230.09534,408,1068.084146
-242.45515,410,1068.124969
-45.871452,117,1068.23088
-38.202576,82,1068.346872
-213.27051,1019,1068.438689
-65.48717,348,1068.583463
-703.79517,1870,1068.60516
-288.78796,702,1069.439158
-511.54346,1015,1069.510987
-414.2165,815,1069.516105
-316.6633,1128,1069.550976
-326.45587,1479,1069.551013
-225.44237,690,1069.56992
-69.888306,116,1069.676948
-368.47903,831,1069.791701
-97.05286,176,1069.802228
-59.132565,111,1069.83636
-388.67923,1237,1069.89783
-52.711327,83,1069.923468
-85.28517,291,1069.96902
-105.133354,535,1070.210744
-67.26277,313,1070.284721
-208.88069,564,1070.324299
-42.082897,80,1070.399194
-150.65968,301,1070.639343
-242.51768,510,1070.695369
-101.201256,649,1070.719711
-94.90433,254,1071.057996
-257.97833,414,1071.308715
-173.16173,779,1071.745766
-79.33548,242,1072.094068
-650.0109,1254,1072.186004
-198.06099,799,1072.194784
-503.34445,1887,1072.262391
-248.66588,705,1072.314201
-29.576468,57,1072.394634
-829.6613,1794,1072.455354
-39.448734,53,1072.530222
-162.49333,320,1072.65111
-110.39957,397,1072.751954
-81.7694,269,1072.779239
-50.511612,185,1073.014068
-85.55269,148,1073.224411
-16.930838,39,1073.280419
-530.36725,1064,1073.609573
-1702.7828,2669,1073.725242
-246.06439,888,1073.795278
-165.47374,591,1074.129436
-1611.1821,2733,1074.222993
-194.93645,585,1074.56972
-133.48204,450,1074.775206
-16.883427,32,1074.82083
-242.04443,422,1074.830489
-175.8694,764,1074.896203
-47.82301,150,1075.047108
-666.1435,2026,1075.166656
-72.725525,434,1075.195387
-276.69418,1914,1075.396613
-27.898956,156,1075.418985
-121.27535,236,1075.504418
-964.3945,2147,1075.853654
-203.83131,585,1075.882156
-49.788616,66,1075.949063
-727.69824,1674,1076.012778
-97.42195,179,1076.13764
-200.4755,569,1076.206093
-193.83067,991,1076.239775
-104.03609,257,1076.377718
-337.13013,666,1076.450761
-299.56314,733,1076.461458
-184.54689,229,1076.464009
-7.9852076,9,1076.477951
-71.58222,202,1076.526282
-182.9065,409,1076.531681
-60.775375,102,1076.608073
-130.76785,329,1077.008463
-150.97871,552,1077.172976
-156.92802,329,1077.646899
-243.68626,786,1077.660015
-250.99347,918,1077.773181
-54.885437,129,1077.831292
-517.0796,2091,1077.894025
-64.29498,204,1078.18288
-257.66772,824,1078.185011
-63.110695,116,1078.347463
-383.18323,1537,1078.406495
-45.388885,105,1078.496979
-83.90125,695,1078.64826
-105.12853,533,1078.944059
-153.58224,841,1078.967567
-309.8629,1672,1078.998501
-195.00273,454,1079.143324
-240.02313,533,1079.166222
-102.23097,192,1079.217487
-54.278538,115,1079.328046
-624.60223,1107,1079.405195
-185.08118,398,1079.565768
-50.299175,131,1079.590428
-170.7893,459,1079.622341
-14.222051,71,1079.721848
-90.49586,288,1079.739157
-263.6402,555,1080.009323
-413.42892,692,1080.134956
-210.48975,440,1080.223524
-96.94883,380,1080.286768
-110.54099,337,1080.613789
-13.418191,66,1080.707033
-383.44547,2970,1080.723534
-250.1072,854,1080.786907
-213.94888,827,1080.905312
-56.956814,137,1080.918219
-118.66653,140,1080.986619
-63.707687,314,1081.155072
-553.25726,1804,1081.22257
-62.198364,185,1081.251085
-328.40704,977,1081.404615
-123.137115,201,1081.440711
-272.71002,935,1081.554098
-37.677994,103,1081.587778
-388.1627,523,1081.650312
-11.82286,24,1081.684187
-76.035286,360,1082.07243
-120.59596,380,1082.237299
-477.9122,886,1082.494647
-137.41623,800,1082.555193
-96.54107,345,1082.727889
-508.4486,1098,1082.827983
-666.24817,1533,1083.11851
-1072.5391,1983,1083.126739
-523.8959,1206,1083.32333
-38.050465,334,1083.600201
-307.34396,601,1084.182251
-158.53687,976,1084.227492
-14.025807,43,1084.293886
-344.78833,1282,1084.339803
-324.87964,862,1084.368465
-410.1872,1179,1084.426217
-138.83035,164,1084.572725
-84.9119,290,1084.604031
-257.27374,790,1084.734519
-106.45096,225,1084.747998
-979.4539,1560,1084.797057
-161.77509,339,1084.851946
-20.628204,85,1084.855847
-181.13893,380,1085.120157
-41.961384,67,1085.213431
-34.966515,67,1085.309584
-935.32153,2607,1085.826566
-127.18694,769,1085.962577
-129.22122,471,1085.991657
-31.09012,68,1086.089271
-211.39195,1064,1086.13525
-93.67494,123,1086.136342
-388.57837,990,1086.173314
-80.11702,163,1086.405292
-105.9918,233,1086.471319
-55.236637,74,1086.512158
-107.642166,352,1086.592766
-23.252922,114,1086.675546
-119.36185,337,1087.075765
-165.13554,550,1087.257674
-11.796383,17,1087.281798
-368.35477,2224,1087.48545
-235.6204,1847,1087.507462
-111.056854,172,1087.529519
-92.885414,385,1087.626144
-68.562325,112,1087.647541
-1225.9382,2007,1087.678237
-88.0402,173,1087.892973
-235.95274,408,1088.09698
-166.42604,295,1088.105269
-46.58443,352,1088.134907
-74.58315,156,1088.356481
-412.92957,1792,1088.394301
-59.458286,120,1088.528954
-356.36902,875,1088.787156
-11.92242,14,1088.808333
-350.23233,541,1088.879425
-191.35995,774,1089.008784
-236.72575,370,1089.062918
-354.76242,767,1089.195333
-213.42075,593,1089.245969
-762.7886,1926,1089.439406
-0.8821802,208,1089.542704
-37.20143,124,1089.615761
-1680.0734,2480,1089.69053
-149.13095,796,1089.944818
-183.4384,289,1089.95376
-200.4471,871,1090.128677
-284.02393,808,1090.351353
-452.1593,1046,1090.503719
-174.51468,302,1090.558613
-202.20926,684,1090.593691
-49.782253,75,1090.610957
-90.99407,500,1090.661098
-251.12604,1245,1090.840967
-114.293655,285,1090.96538
-45.10614,222,1090.977744
-126.16601,429,1091.205492
-138.55215,231,1091.294645
-80.68746,327,1091.307122
-286.73404,720,1091.377451
-306.99286,568,1091.421754
-675.0668,1525,1091.86804
-216.49876,324,1091.883367
-20.369461,40,1091.940185
-171.9038,481,1091.992726
-521.0326,1433,1092.002401
-219.8518,561,1092.005597
-49.865314,150,1092.219711
-73.395485,247,1092.345389
-293.7954,705,1093.013359
-168.48206,515,1093.086446
-625.8025,1489,1093.106216
-31.103073,94,1093.146346
-509.05627,1043,1093.710366
-478.82346,1653,1093.739348
-433.26132,594,1093.950556
-310.7477,1552,1094.083046
-196.61879,318,1094.16159
-144.42499,381,1094.497427
-140.17424,320,1094.548046
-22.912266,55,1094.62735
-42.035046,90,1094.631189
-219.18759,882,1095.003082
-434.99594,2619,1095.038297
-395.94464,1378,1095.054878
-786.74634,2211,1095.104439
-21.748253,94,1095.189863
-68.593925,118,1095.207956
-62.444874,538,1095.397014
-188.20839,625,1095.517485
-742.3031,1740,1095.630847
-160.7607,322,1095.665099
-59.124325,108,1095.671416
-227.4168,1061,1095.682832
-210.30814,294,1095.823543
-145.98956,247,1096.028989
-121.887,261,1096.044626
-156.10219,782,1096.124587
-257.19684,775,1096.297785
-135.17581,270,1096.507994
-122.985245,298,1096.724486
-106.85573,784,1096.755373
-50.081223,131,1096.942753
-178.28076,467,1097.17476
-235.02269,960,1097.191025
-17.21193,64,1097.26559
-49.556656,291,1097.603284
-797.6873,1814,1097.693407
-125.08921,303,1097.697724
-17.9699,41,1097.755492
-533.8979,698,1097.938108
-326.32086,1421,1098.069088
-10.844837,144,1098.142518
-365.84613,1609,1098.321333
-104.17615,399,1098.324174
-38.462807,103,1098.473221
-533.22815,2015,1098.568154
-46.88223,111,1098.63638
-120.00894,453,1098.722134
-108.37758,359,1098.841492
-117.39464,966,1098.989355
-913.4735,1589,1098.996206
-290.9556,1181,1099.382744
-33.88652,110,1099.540371
-134.16365,540,1099.610136
-172.95003,646,1099.642236
-109.28324,924,1099.882425
-227.00594,636,1099.899653
-10.403711,13,1099.91821
-109.39478,264,1099.985601
-491.27173,1083,1100.180247
-82.54516,224,1100.24027
-38.189224,59,1100.328755
-140.54094,325,1100.461604
-321.52988,1770,1100.680982
-213.05847,302,1100.76744
-121.98728,693,1100.885301
-622.5772,1387,1100.979096
-41.080013,212,1100.986702
-20.450249,195,1101.044266
-575.00085,1047,1101.047629
-132.91187,187,1101.245696
-197.12157,261,1101.421001
-207.62894,673,1101.425814
-83.46374,168,1101.486568
-118.97994,183,1101.685607
-79.51246,192,1101.695177
-25.658045,41,1101.745984
-313.98257,1156,1101.845756
-95.979095,305,1101.925097
-301.66644,679,1101.960232
-168.00635,211,1102.04714
-73.48134,178,1102.099098
-419.9202,1907,1102.378264
-219.20969,310,1102.401302
-126.25554,242,1102.445055
-41.192814,98,1102.58885
-158.50952,230,1102.714615
-81.09504,301,1103.029144
-732.4043,1410,1103.076904
-237.49506,888,1103.207078
-11.548569,39,1103.261683
-481.6496,1093,1103.272485
-155.70306,646,1103.340145
-143.27707,600,1103.579893
-275.22696,577,1103.899339
-39.251644,266,1103.956635
-33.394176,71,1104.000294
-232.02046,489,1104.035849
-326.00647,636,1104.167701
-67.301575,178,1104.253127
-95.024796,203,1104.325161
-48.49028,149,1104.381562
-227.5812,978,1104.670815
-82.28587,308,1104.768877
-83.16761,271,1104.770977
-139.15125,498,1104.968673
-101.710075,146,1104.976635
-208.45581,738,1105.014834
-33.09043,75,1105.132793
-194.6304,338,1105.165322
-2128.1484,3051,1105.274362
-96.00495,367,1105.30838
-154.41414,311,1105.425683
-312.54324,2384,1105.480392
-41.78443,68,1105.523078
-176.23737,447,1105.62728
-42.711926,283,1105.6793
-338.10764,431,1105.782109
-38.91708,198,1105.961187
-235.82443,566,1106.117971
-415.76324,712,1106.151946
-13.369405,17,1106.176317
-287.62305,409,1106.212438
-88.687775,178,1106.370657
-348.25153,695,1106.513609
-114.573586,596,1106.810181
-245.74847,478,1107.194377
-306.44763,439,1107.434347
-1167.8368,3190,1107.593511
-301.55115,642,1108.106807
-18.812403,30,1108.150489
-223.16135,520,1108.334343
-312.95078,1499,1108.345946
-55.063305,84,1108.454432
-322.8351,736,1108.482797
-1029.029,2419,1108.925481
-1178.1183,2229,1108.954091
-169.76561,531,1109.101411
-33.30434,44,1109.163987
-263.76593,793,1109.279996
-139.59705,625,1109.372214
-187.19473,342,1109.415478
-155.42668,216,1109.473335
-321.4873,994,1109.870827
-153.2647,352,1109.973511
-846.29626,2687,1110.001666
-215.41875,428,1110.024444
-1146.3379,2583,1110.048304
-23.15219,61,1110.110655
-254.35477,773,1110.381589
-88.57101,282,1110.449463
-273.6407,343,1110.489465
-603.07184,1197,1110.659602
-101.622665,194,1110.766489
-305.85602,620,1110.857231
-37.944786,74,1110.963333
-89.2479,230,1110.99
-117.76628,537,1111.147593
-164.12537,335,1111.243168
-78.03489,116,1111.311796
-174.95055,845,1111.314003
-427.24734,1080,1111.409714
-64.532936,284,1111.649248
-269.5182,988,1111.868254
-456.74976,630,1111.896678
12.005024,202,1111.947352
-225.98068,522,1112.07019
-55.34794,229,1112.223237
-177.7237,588,1112.257708
-59.80601,249,1112.301008
-6.753345,5,1112.309397
-93.99099,741,1112.378308
-38.69847,71,1112.40856
-95.9345,176,1112.47434
-353.43564,1069,1112.497157
-94.07027,304,1112.503021
-76.2164,180,1112.758694
-29.379625,355,1112.884622
-33.910614,128,1112.941127
-104.854034,566,1113.062324
-30.65753,96,1113.198877
-105.89534,230,1113.210771
-84.65349,589,1113.248761
-20.846563,148,1113.410562
-1528.4054,2907,1113.524071
-262.34653,942,1113.836536
-608.17474,1005,1113.903683
-23.512459,55,1113.915329
-15.249694,26,1113.940146
-850.39197,1641,1114.207078
-281.4906,801,1114.400651
-53.81165,182,1114.476443
-32.967854,54,1114.477562
-305.6371,519,1114.667893
-120.95919,225,1114.799291
-92.15311,273,1114.864614
-367.90915,1096,1114.982844
-58.77076,139,1114.995723
-302.87057,1373,1115.177956
-87.63542,272,1115.251962
-251.30255,1026,1115.414944
-59.749695,189,1115.449072
-805.9588,1762,1115.462443
-177.33101,587,1115.503504
-102.4226,465,1115.647762
-127.62703,309,1115.894525
-83.880295,424,1116.071745
-813.5252,1821,1116.137118
-242.0662,504,1116.228012
